,ID,url,title,description
55651,4129061,https://www.xavierstuder.com/2021/04/test-photo-plongee-des-meilleurs-photophones-dans-des-tenebres-normalisees/,Test photo des meilleurs photophones dans des ténèbres normalisées… - Le blog high-tech et telecom,Test photo de pénombre: iPhone 12 Pro Max vs Oppo Find X3 Pro vs Samsung Galaxy S21 vs Huawei Mate 40 Pro vs Canon EOS R6...
35312,2710355,https://www.tf1.fr/tf1/la-chanson-secrete/videos/la-chanson-secrete-calogero-rend-hommage-au-personnel-medical-avec-on-fait-comme-si-75709408.html,La Chanson Secrète - Calogero rend hommage au personnel médical avec «On fait comme si» - TF1,"Cette chanson secrète n’est pas une surprise comme les autres. Pour la première fois, ce sont des hommes et des femmes qui n’ont pas demandé la célébrité, mais qui sont les héros de notre quotidien. Ce soir, pour mettre à l'honneur et remercier le personnel s…"
42496,3208636,https://www.foot-national.com/foot-saint-etienne-reims-les-probables-compos-de-depart-149132.html,Saint-Etienne - Reims : les probables compos de départ - Foot National,"Pour se donner définitivement, ou presque, de l'air. Ce samedi à 13h,"
36586,2798540,https://www.footamateur.fr/coupe-de-france-pas-de-derogation-pour-lentrainement-des-clubs-amateurs/,Coupe de France. Pas de dérogation pour l'entraînement des clubs amateurs - FootAmateur,"Après un échange entre la FFF et les présidents de Ligue, il est confirmé que les clubs n'ont pas de dérogation pour s'entraîner après 18h."
55948,4150189,https://www.20minutes.fr/arts-stars/cinema/3019151-20210412-nomadland-the-father-pourquoi-films-cartonnent-etats-unis-invisibles-france,"« Nomadland », « The Father »… Pourquoi ces films qui cartonnent aux Etats-Unis sont invisibles en France - 20 Minutes","Favoris aux Oscars après avoir été récompensés dimanche soir aux Baftas, « Nomadland », « The Father » n'ont pas encore été montrés en France et il y a une explication"
16477,1348010,https://www.clubic.com/bons-plans/amazon/actualite-17402-l-ecran-gaming-hp-omen-25-144hz-1ms-a-prix-casse-pour-les-prime-days.html,"L'écran gaming HP Omen 25"" 144hz 1ms à prix cassé pour les Prime Days - Clubic","Les Prime Days d'Amazon nous réservent encore bien des surprises, dont un prix canon pour cet écran gaming HP Omen 144 Hz de 25 pouces."
84175,6236371,https://www.sudouest.fr/culture/40-ans-apres-sa-separation-le-groupe-culte-abba-promet-une-surprise-historique-5675406.php,"40 ans après sa séparation, le groupe culte ABBA promet une surprise « historique » - Sud Ouest","Le mythique groupe de pop suédois pourrait se reformer ce jeudi, avec de nouvelles chansons et une tournée de leurs hologrammes en prévision"
41236,3118669,https://www.lesnumeriques.com/telephone-portable/apple-les-iphone-12-pro-sont-plebiscites-le-12-mini-peine-a-convaincre-n160413.html,"Apple : les iPhone 12 Pro sont plébiscités, le 12 Mini peine à convaincre - Les Numériques","Apple ne semble pas convaincre les foules avec son iPhone 12 Mini. Situé sous les 6 pouces, le smartphone répond pourtant à une demande du marché, mais ne parvient pas à faire aussi bien que les trois autres modèles d'iPhone 12."
94087,6960632,https://www.cowcotland.com/news/78448/monsterlabo-annonce-le-retour-de-the-beast-le-boitier-pc-passif-sur-la-plateforme-indiegogo.html,"MonsterLabo annonce le retour de The Beast, le boitier PC passif, sur la plateforme Indiegogo - Cowcotland","The Beast, par Monsterlabo, un boitier 100 % passif pour votre CPU et votre GPU, est donc de retour via une campagne indiegogo..., actualité 78448"
88797,6574975,https://www.closermag.fr/people/britney-spears-revele-les-menaces-choquantes-lancees-par-son-pere-1404959,Britney Spears révèle les menaces choquantes lancées par son père - Closer France,"Dans un documentaire à paraître sur Netflix, Britney Spears révèle les menaces lancées par son père au cours de ses années de tutelle."
